,City,Country,Lat,Lon,MaxTemp,MinTemp,Humidity,Cloudniness,Wind Speed,Current Description
702,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
703,Smithfield,US,41.922,-71.5495,74.44,69.04,90,75,0.0,broken clouds
705,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
706,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
708,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
710,Kruisfontein,ZA,-34.0033,24.7314,53.89,53.89,88,100,6.26,overcast clouds
711,Gravdal,NO,68.1214,13.5031,50.54,50.54,82,100,26.44,overcast clouds
712,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
713,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
714,Killybegs,IE,54.6333,-8.45,58.37,58.37,83,0,4.79,clear sky
715,Sungai Penuh,ID,-2.0833,101.3833,69.76,69.76,92,44,0.81,scattered clouds
716,Bobon,PH,12.5246,124.5636,85.23,85.23,69,100,1.88,overcast clouds
717,Tezu,IN,27.9167,96.1667,83.55,83.55,74,38,0.98,scattered clouds
718,Shingū,JP,33.7333,135.9833,82.15,82.15,86,99,3.67,overcast clouds
719,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
720,Rawson,AR,-43.3002,-65.1023,50.29,50.29,60,20,8.12,few clouds
721,Kaitangata,NZ,-46.2817,169.8464,46.27,46.27,64,100,5.66,overcast clouds
722,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
723,Lüderitz,NA,-26.6481,15.1594,55.26,55.26,88,1,8.19,clear sky
724,Sarakhs,IR,36.5449,61.1577,71.38,71.38,29,0,9.22,clear sky
725,Marsaxlokk,MT,35.8419,14.5431,78.08,77.61,83,20,4.61,few clouds
726,Rāzole,IN,16.4833,81.8333,78.15,78.15,85,100,7.4,overcast clouds
727,Tuktoyaktuk,CA,69.4541,-133.0374,53.6,53.6,82,75,12.66,broken clouds
728,Tuatapere,NZ,-46.1333,167.6833,47.84,47.84,61,72,3.15,broken clouds
729,Galle,LK,6.0367,80.217,77.88,77.88,91,39,9.8,scattered clouds
731,Ust-Kuyga,RU,70.0167,135.6,49.06,49.06,81,100,8.03,overcast clouds
732,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
733,Sorong,ID,-0.8833,131.25,81.59,81.59,76,17,7.16,few clouds
734,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
735,Pangai,TO,-19.8,-174.35,80.71,80.71,65,75,8.05,broken clouds
736,Narsaq,GL,60.9167,-46.05,48.42,48.42,84,12,2.48,few clouds
737,Sabzawār,IR,36.2126,57.6819,67.28,67.28,34,0,9.22,clear sky
738,Birjand,IR,32.8663,59.2211,66.67,66.67,24,0,6.91,clear sky
739,Itapetinga,BR,-15.2489,-40.2478,67.82,67.82,85,2,5.46,clear sky
740,La Ronge,CA,55.1001,-105.2842,84.45,84.42,37,20,9.22,few clouds
741,Chokurdakh,RU,70.6333,147.9167,53.47,53.47,56,73,7.56,broken clouds
742,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
743,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
744,Portland,US,45.5234,-122.6762,89.82,82.69,39,40,6.91,scattered clouds
745,Salto,UY,-31.3833,-57.9667,50.88,50.88,93,57,7.2,broken clouds
747,Miramar,US,25.9873,-80.2323,85.01,82.99,73,0,10.36,clear sky
748,Khudumelapye,BW,-23.8833,24.75,54.93,54.93,31,0,7.96,clear sky
749,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
750,Kyaikto,MM,17.3,97.0167,75.11,75.11,96,100,7.45,heavy intensity rain
751,Dikson,RU,73.5069,80.5464,44.67,44.67,91,91,21.25,overcast clouds
752,Salym,RU,60.0625,71.4789,58.05,58.05,72,9,5.79,clear sky
753,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
754,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
755,Biloela,AU,-24.4167,150.5,70.88,70.88,53,100,8.97,overcast clouds
756,Tuktoyaktuk,CA,69.4541,-133.0374,53.6,53.6,82,75,12.66,broken clouds
757,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
758,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
759,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
760,Tasiilaq,GL,65.6145,-37.6368,32.16,32.16,78,6,1.52,clear sky
761,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
762,Asău,RO,46.4333,26.4,60.28,59.92,78,0,5.1,clear sky
763,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
764,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
765,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
766,Bathsheba,BB,13.2167,-59.5167,81.21,81.21,89,20,11.5,few clouds
767,Garoowe,SO,8.4054,48.4845,75.99,75.99,58,100,26.62,overcast clouds
768,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
769,Carnarvon,AU,-24.8667,113.6333,63.54,63.54,30,0,19.89,clear sky
770,Port Hardy,CA,50.6996,-127.4199,68.18,59.0,73,40,11.5,scattered clouds
771,Ahipara,NZ,-35.1667,173.1667,55.81,55.81,59,10,13.71,clear sky
772,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
773,Butaritari,KI,3.0707,172.7902,82.09,82.09,75,27,13.2,scattered clouds
774,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
775,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
776,Carnarvon,AU,-24.8667,113.6333,63.54,63.54,30,0,19.89,clear sky
778,Yārāda,IN,17.65,83.2667,82.72,82.72,83,75,11.5,mist
779,Chui,UY,-33.6971,-53.4616,51.3,51.3,91,16,6.17,few clouds
780,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
781,Rumphi,MW,-11.0186,33.8575,57.11,57.11,73,72,4.47,broken clouds
782,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
783,Vila Velha,BR,-20.3297,-40.2925,71.55,70.95,77,0,12.66,clear sky
784,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
785,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
786,Lagoa,PT,39.05,-27.9833,73.35,73.35,83,98,13.13,light rain
787,Lodwar,KE,3.1191,35.5973,77.32,77.32,56,96,15.5,overcast clouds
788,Laas,IT,46.6166,10.7002,65.28,65.28,91,93,2.82,overcast clouds
789,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
790,Markova,UA,48.6758,24.4138,52.83,52.83,91,0,3.94,clear sky
791,Hambantota,LK,6.1241,81.1185,77.34,77.34,100,20,9.22,few clouds
792,Novoasbest,RU,57.7422,60.2877,57.25,57.25,70,100,11.14,overcast clouds
793,Upernavik,GL,72.7868,-56.1549,41.83,41.83,81,100,9.04,overcast clouds
794,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
795,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
796,Chui,UY,-33.6971,-53.4616,51.3,51.3,91,16,6.17,few clouds
797,Camacha,PT,33.0833,-16.3333,65.62,65.62,77,20,4.61,few clouds
798,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
799,Jumla,NP,29.2747,82.1838,63.18,63.18,83,7,4.03,clear sky
800,Khatanga,RU,71.9667,102.5,49.15,49.15,64,100,11.32,overcast clouds
801,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
802,Broome,US,42.2506,-75.833,71.98,63.37,56,0,10.36,clear sky
803,Namatanai,PG,-3.6667,152.4333,83.39,83.39,71,94,10.71,light rain
804,Udachny,RU,66.4167,112.4,48.45,48.45,93,100,20.04,light rain
805,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
806,Port Elizabeth,ZA,-33.918,25.5701,57.49,56.1,96,0,9.22,clear sky
807,Qaanaaq,GL,77.484,-69.3632,37.96,37.96,74,100,6.89,overcast clouds
808,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
809,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
810,Niigata,JP,37.9022,139.0236,87.75,87.75,66,75,9.22,light rain
811,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
812,Naze,JP,28.3667,129.4833,86.92,86.92,72,91,4.32,overcast clouds
813,Nishihara,JP,26.1842,127.7558,87.08,85.66,81,20,5.75,few clouds
814,Dorogobuzh,RU,54.915,33.2972,54.86,54.86,76,0,4.36,clear sky
815,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
816,Barranca,PE,-10.75,-77.7667,61.11,61.11,83,30,8.34,scattered clouds
817,Los Llanos de Aridane,ES,28.6585,-17.9182,69.55,67.12,91,0,14.97,clear sky
818,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
819,Kuna,US,43.4918,-116.4201,90.16,79.61,40,0,11.5,haze
820,São João da Barra,BR,-21.6403,-41.0511,66.94,66.94,77,2,20.49,clear sky
821,Tasiilaq,GL,65.6145,-37.6368,32.16,32.16,78,6,1.52,clear sky
822,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
823,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
824,Ust'-Shonosha,RU,61.1531,41.343,59.61,59.61,70,100,10.02,overcast clouds
825,Laguna,US,38.421,-121.4238,98.31,87.89,26,0,11.5,clear sky
827,Labé,GN,11.3182,-12.2833,65.44,65.44,98,100,4.45,overcast clouds
828,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
829,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
830,Cantagallo,CO,7.376,-73.9196,86.58,86.58,92,100,1.68,overcast clouds
831,Yar-Sale,RU,66.8333,70.8333,56.17,56.17,79,100,16.37,overcast clouds
832,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
834,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
835,Rock Sound,BS,24.9,-76.2,82.51,82.51,74,0,15.84,clear sky
836,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
838,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
839,Caravelas,BR,-17.7125,-39.2481,72.84,72.84,69,12,10.74,few clouds
840,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
841,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
842,Winnemucca,US,40.973,-117.7357,93.25,93.25,24,40,5.75,scattered clouds
843,Benguela,AO,-12.5763,13.4055,68.27,68.27,85,100,3.94,overcast clouds
844,Deputatsky,RU,69.3,139.9,46.44,46.44,81,100,3.78,overcast clouds
845,Longyearbyen,SJ,78.2186,15.6401,46.24,46.24,71,75,9.22,broken clouds
846,Saint-Philippe,RE,-21.3585,55.7679,64.22,61.11,84,15,11.01,light rain
847,Stephenville,US,32.2207,-98.2023,96.17,91.92,28,0,10.36,clear sky
848,Fes,MA,34.0372,-4.9998,80.85,80.85,53,75,8.05,broken clouds
849,Huarmey,PE,-10.0681,-78.1522,62.53,62.53,84,46,9.91,scattered clouds
850,Iskateley,RU,67.6803,53.1512,54.32,54.32,96,67,9.01,broken clouds
851,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
852,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
853,Gariāband,IN,20.635,82.0614,74.46,74.46,93,100,6.22,overcast clouds
854,Muros,ES,42.7762,-9.0603,63.09,62.83,93,0,3.18,clear sky
855,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
856,Narsaq,GL,60.9167,-46.05,48.42,48.42,84,12,2.48,few clouds
857,Kashgar,CN,39.4547,75.9797,78.01,78.01,31,75,11.18,broken clouds
858,Sulangan,PH,11.1373,123.7228,83.16,83.16,71,100,6.46,overcast clouds
859,Bubaque,GW,11.2833,-15.8333,80.06,80.06,80,100,14.74,light rain
860,Egvekinot,RU,66.3167,-179.1667,50.95,50.95,81,100,4.92,overcast clouds
861,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
862,Yellowknife,CA,62.456,-114.3525,64.92,64.92,42,40,9.22,scattered clouds
863,Djenné,ML,13.9061,-4.5533,81.21,81.21,70,74,10.83,broken clouds
864,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
866,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
867,Coahuayana Viejo,MX,18.7333,-103.6833,80.65,80.65,86,100,2.33,overcast clouds
868,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
869,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
870,Torbay,CA,47.6666,-52.7314,58.26,56.17,95,100,8.05,light intensity drizzle
871,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
872,Bonavista,CA,48.6499,-53.1147,57.63,57.63,90,100,11.43,overcast clouds
873,Tautira,PF,-17.7333,-149.15,77.88,77.88,75,35,14.85,light rain
874,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
875,Mahanoro,MG,-19.9,48.8,66.04,66.04,88,79,2.62,light rain
876,Tabuk,PH,17.4189,121.4443,82.04,82.04,78,65,2.66,broken clouds
877,Hilo,US,19.7297,-155.09,91.27,79.61,73,75,12.66,broken clouds
878,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
879,Hermanus,ZA,-34.4187,19.2345,51.8,51.8,88,100,12.71,moderate rain
880,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
881,Hingoli,IN,19.7167,77.15,72.91,72.91,87,100,11.45,overcast clouds
882,Mweka,CD,-4.85,21.5667,70.34,70.34,28,100,3.33,overcast clouds
883,College,US,64.8569,-147.8028,72.59,67.21,37,75,4.61,broken clouds
884,Belyy Yar,RU,53.6039,91.3903,64.29,62.85,72,0,2.24,clear sky
885,Carutapera,BR,-1.195,-46.02,77.04,77.04,81,68,7.56,broken clouds
886,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
887,Ponta Delgada,PT,37.7333,-25.6667,72.32,72.32,83,20,9.22,few clouds
888,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
889,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
890,Fremont,US,37.5483,-121.9886,84.07,64.62,60,0,19.57,clear sky
891,Thompson,CA,55.7435,-97.8558,77.16,77.16,44,75,13.8,broken clouds
892,Lagoa,PT,39.05,-27.9833,73.35,73.35,83,98,13.13,light rain
893,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
894,Chokurdakh,RU,70.6333,147.9167,53.47,53.47,56,73,7.56,broken clouds
895,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
896,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
897,Avarua,CK,-21.2078,-159.775,78.85,78.85,73,75,13.8,broken clouds
898,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
899,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
901,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
902,Chokurdakh,RU,70.6333,147.9167,53.47,53.47,56,73,7.56,broken clouds
903,Mayumba,GA,-3.432,10.6554,68.83,68.83,94,100,3.51,overcast clouds
904,Chamber,PK,25.2931,68.812,84.97,84.97,78,100,12.73,overcast clouds
905,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
906,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
907,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
908,Kenai,US,60.5544,-151.2583,62.69,58.14,90,100,14.97,light rain
909,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
911,Zabid,YE,14.1951,43.3152,81.55,81.55,69,99,5.66,overcast clouds
912,Taoudenni,ML,22.6783,-3.9836,98.26,98.26,10,0,2.46,clear sky
913,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
914,Barrow,US,71.2906,-156.7887,46.42,46.42,93,100,19.57,mist
915,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
916,Atuona,PF,-9.8,-139.0333,76.93,76.93,76,18,23.67,few clouds
917,Lumbac,PH,7.7342,124.2528,78.4,78.4,66,32,1.41,scattered clouds
918,Khanbari,NP,27.3747,87.2039,74.55,74.55,83,97,0.47,overcast clouds
919,Saquena,PE,-4.6667,-73.5167,72.95,72.95,85,0,1.7,clear sky
920,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
921,Longyearbyen,SJ,78.2186,15.6401,46.24,46.24,71,75,9.22,broken clouds
922,Pisco,PE,-13.7,-76.2167,60.85,59.02,82,20,10.36,few clouds
923,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
924,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
925,Camapuã,BR,-19.5314,-54.0439,59.36,59.36,53,0,6.82,clear sky
926,Touros,BR,-5.1989,-35.4608,74.57,74.57,85,60,9.73,broken clouds
927,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
928,Chui,UY,-33.6971,-53.4616,51.3,51.3,91,16,6.17,few clouds
929,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
930,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
932,Ponta do Sol,PT,32.6667,-17.1,70.72,67.12,75,20,0.92,few clouds
933,Souillac,MU,-20.5167,57.5167,64.78,64.78,94,40,12.66,light rain
934,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
935,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
937,Mayskiy,RU,47.6931,40.1025,78.21,78.21,35,100,13.02,overcast clouds
938,Bredasdorp,ZA,-34.5322,20.0403,53.1,53.1,78,98,9.22,light rain
939,Zhezkazgan,KZ,47.8043,67.7144,60.78,60.78,82,0,11.18,clear sky
940,Sitka,US,57.0531,-135.33,67.89,67.89,68,100,5.75,overcast clouds
941,Jamestown,US,42.097,-79.2353,71.19,65.95,66,0,6.91,clear sky
942,Bluff,NZ,-46.6,168.3333,44.8,44.8,68,97,10.47,overcast clouds
943,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
944,Port Elizabeth,ZA,-33.918,25.5701,57.49,56.1,96,0,9.22,clear sky
945,Katsuura,JP,35.1333,140.3,86.02,86.02,76,6,20.74,clear sky
946,Arraial do Cabo,BR,-22.9661,-42.0278,67.86,67.86,75,10,15.48,clear sky
947,Port Hedland,AU,-20.3167,118.5667,69.85,69.85,28,100,23.02,overcast clouds
948,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
949,Hithadhoo,MV,-0.6,73.0833,82.22,82.22,73,40,9.71,scattered clouds
950,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
951,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
952,Newport,GB,51.5877,-2.9984,73.51,63.12,65,2,8.72,clear sky
953,Beringovskiy,RU,63.05,179.3167,55.4,55.4,77,100,13.38,overcast clouds
954,Labis,MY,2.385,103.021,82.29,82.29,77,20,2.48,few clouds
955,Tiksi,RU,71.6872,128.8694,39.72,39.72,90,100,8.46,overcast clouds
956,Lüderitz,NA,-26.6481,15.1594,55.26,55.26,88,1,8.19,clear sky
957,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
958,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
959,Saint Paul Harbor,US,57.79,-152.4072,58.51,58.51,88,100,6.91,overcast clouds
960,Salamiyah,SY,35.0113,37.0532,71.89,71.89,74,0,12.68,clear sky
961,Luena,AO,-11.7833,19.9167,52.68,52.68,36,70,4.65,broken clouds
962,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
963,Mattru,SL,7.6244,-11.8332,72.77,72.77,97,97,2.46,light rain
965,Severo-Kuril'sk,RU,50.6789,156.125,57.24,57.24,95,100,10.89,overcast clouds
966,Jequitinhonha,BR,-16.4339,-41.0033,75.79,75.79,54,100,2.66,light rain
967,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
968,Luganville,VU,-15.5333,167.1667,78.6,78.6,58,18,12.64,few clouds
969,Saint George,US,37.1041,-113.5841,88.25,85.62,47,0,4.61,clear sky
970,Pevek,RU,69.7008,170.3133,36.63,36.63,91,93,7.76,overcast clouds
971,Bengkulu,ID,-3.8004,102.2655,78.04,78.04,86,89,2.86,overcast clouds
973,Starkville,US,33.4504,-88.8184,83.64,77.45,89,32,3.6,scattered clouds
974,Souillac,MU,-20.5167,57.5167,64.78,64.78,94,40,12.66,light rain
975,Kragerø,NO,58.8693,9.4149,60.58,60.58,68,5,7.52,clear sky
976,Pecos,US,31.4229,-103.4932,79.63,79.63,28,70,19.04,light rain
978,East London,ZA,-33.0153,27.9116,63.43,63.43,47,44,4.41,scattered clouds
979,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
980,Masterton,NZ,-40.9597,175.6575,51.89,51.89,70,66,3.83,broken clouds
981,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
982,Waingapu,ID,-9.6567,120.2641,82.36,82.36,70,28,13.82,scattered clouds
983,Espera Feliz,BR,-20.6503,-41.9072,54.36,54.36,70,1,2.73,clear sky
984,Ahipara,NZ,-35.1667,173.1667,55.81,55.81,59,10,13.71,clear sky
985,Punta Arenas,CL,-53.15,-70.9167,33.91,33.12,75,75,9.22,broken clouds
986,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
987,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
988,Grindavik,IS,63.8424,-22.4338,51.75,50.47,100,100,13.8,light intensity drizzle
989,Hobart,AU,-42.8794,147.3294,53.26,49.86,77,20,4.61,few clouds
990,Bethel,US,41.3712,-73.414,79.63,72.57,69,100,4.52,overcast clouds
991,São Desidério,BR,-12.3633,-44.9733,71.31,71.31,35,0,4.27,clear sky
992,Lubango,AO,-14.9172,13.4925,59.41,59.41,16,6,4.05,clear sky
993,Cockburn Town,TC,21.4612,-71.1419,82.27,82.27,76,10,19.28,clear sky
994,George Town,MY,5.4112,100.3354,84.88,79.95,91,20,2.3,few clouds
995,Kiama,AU,-34.6833,150.8667,62.26,57.99,69,100,3.0,overcast clouds
996,Nhamundá,BR,-2.1861,-56.7131,79.83,79.83,52,54,2.33,broken clouds
997,Kaitangata,NZ,-46.2817,169.8464,46.27,46.27,64,100,5.66,overcast clouds
998,La Reforma,MX,25.0833,-108.05,85.73,85.73,70,99,6.22,overcast clouds
999,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1000,Mar del Plata,AR,-38.0023,-57.5575,52.88,50.02,81,0,17.0,clear sky
1001,Vaini,TO,-21.2,-175.2,77.16,77.16,78,75,11.5,broken clouds
1002,Busselton,AU,-33.65,115.3333,53.82,53.82,78,0,15.46,clear sky
1003,Puerto Ayora,EC,-0.7393,-90.3518,68.56,68.56,100,100,7.0,light rain
1004,Teahupoo,PF,-17.8333,-149.2667,78.76,78.76,76,38,15.64,light rain
1005,Guerrero Negro,MX,27.9769,-114.0611,75.79,75.79,70,6,20.07,clear sky
1006,Chui,UY,-33.6971,-53.4616,51.3,51.3,91,16,6.17,few clouds
1007,Klaksvík,FO,62.2266,-6.589,52.72,52.72,87,85,12.15,overcast clouds
1009,Tynda,RU,55.1667,124.7167,54.45,54.45,96,100,2.51,light rain
1010,Bambous Virieux,MU,-20.3428,57.7575,69.22,64.65,94,40,12.66,light rain
1011,San Jose,US,37.3394,-121.895,83.14,68.72,55,20,19.57,few clouds
1012,Ribeira Grande,PT,38.5167,-28.7,74.95,74.95,78,100,11.12,overcast clouds
1013,Albany,US,42.6001,-73.9662,75.16,68.23,53,2,8.32,clear sky
1014,Dongsheng,CN,39.8161,109.9776,75.13,75.13,69,32,14.23,scattered clouds
1015,Provideniya,RU,64.3833,-173.3,53.71,53.37,87,75,15.66,fog
1016,Tuatapere,NZ,-46.1333,167.6833,47.84,47.84,61,72,3.15,broken clouds
1017,Sharjah city,AE,25.3573,55.4033,96.78,93.49,52,0,5.75,clear sky
1018,Ancud,CL,-41.8697,-73.8203,48.85,48.85,92,100,21.43,moderate rain
1019,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1020,Goderich,CA,43.7501,-81.7165,65.91,64.72,63,0,11.5,clear sky
1021,Saldanha,ZA,-33.0117,17.9442,55.45,55.45,89,100,13.49,light rain
1022,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1024,Port Blair,IN,11.6667,92.75,80.64,80.64,89,75,4.61,mist
1025,Port Alfred,ZA,-33.5906,26.891,61.95,61.95,78,100,7.02,overcast clouds
1026,Orlik,RU,52.5178,99.825,57.6,57.6,70,100,0.36,overcast clouds
1027,Mataura,NZ,-46.1927,168.8643,44.47,44.47,59,80,4.25,broken clouds
1028,Ushuaia,AR,-54.8,-68.3,33.46,33.46,93,40,4.61,scattered clouds
1029,Kavieng,PG,-2.5744,150.7967,83.32,83.32,71,100,12.28,light rain
1030,Luganville,VU,-15.5333,167.1667,78.6,78.6,58,18,12.64,few clouds
1031,Rikitea,PF,-23.1203,-134.9692,73.24,73.24,69,32,20.92,light rain
1032,Nouadhibou,MR,20.931,-17.0347,71.58,71.58,83,8,20.71,clear sky
1033,Inta,RU,66.0317,60.1659,55.47,55.47,70,100,13.27,overcast clouds
1034,Quelimane,MZ,-17.8786,36.8883,67.95,67.95,94,0,3.44,clear sky
1037,Vao,NC,-22.6667,167.4833,68.45,68.45,59,2,19.13,clear sky
1038,Cape Town,ZA,-33.9258,18.4232,54.27,51.35,87,75,9.22,moderate rain
1039,Kapaa,US,22.0752,-159.319,84.18,82.11,69,20,17.27,few clouds
1040,Tsiroanomandidy,MG,-18.7667,46.0333,55.67,55.67,68,0,4.76,clear sky
1041,Kruisfontein,ZA,-34.0033,24.7314,53.89,53.89,88,100,6.26,overcast clouds
